ucas_provider,cah1,exposure_alljobs_beta,n_people
N84 University of Nottingham,(CAH09) mathematical sciences,0.559073160239332,1181
N84 University of Nottingham,(CAH10) engineering and technology,0.561058517789347,2213
N84 University of Nottingham,(CAH11) computing,0.504415952265792,12
N84 University of Nottingham,"(CAH13) architecture, building and planning",0.477494818337242,1144
N84 University of Nottingham,(CAH15) social sciences,0.528818476023208,3533
N84 University of Nottingham,(CAH16) law,0.486766404651244,1581
N84 University of Nottingham,(CAH17) business and management,0.5143689638868,3575
N84 University of Nottingham,(CAH22) education and teaching,0.426771678914096,33
N91 Nottingham Trent University,(CAH02) subjects allied to medicine,0.331545004668453,20
N91 Nottingham Trent University,(CAH03) biological and sport sciences,0.406520136923792,580
N91 Nottingham Trent University,(CAH07) physical sciences,0.473486884593632,635
N91 Nottingham Trent University,(CAH09) mathematical sciences,0.535316755240456,489
N91 Nottingham Trent University,(CAH10) engineering and technology,0.544723950971405,1593
N91 Nottingham Trent University,(CAH11) computing,0.635140846721713,68
N91 Nottingham Trent University,"(CAH13) architecture, building and planning",0.473775546375777,849
N91 Nottingham Trent University,(CAH15) social sciences,0.518417384495453,631
N91 Nottingham Trent University,(CAH16) law,0.483780815636117,2793
N91 Nottingham Trent University,(CAH17) business and management,0.503752533523268,11442
N91 Nottingham Trent University,(CAH22) education and teaching,0.390091776262142,867
O12 Oaklands College,(CAH10) engineering and technology,0.463533409300213,28
O12 Oaklands College,(CAH11) computing,0.468199722743626,13
O12 Oaklands College,(CAH17) business and management,0.4850545116053,27
O25 Activate Learning,(CAH10) engineering and technology,0.419102187262711,14
O33 University of Oxford,(CAH01) medicine and dentistry,0.47122816422714,358
O33 University of Oxford,(CAH03) biological and sport sciences,0.515355251307885,81
O33 University of Oxford,(CAH07) physical sciences,0.552765956126144,369
O33 University of Oxford,(CAH09) mathematical sciences,0.561261962888137,523
O33 University of Oxford,(CAH10) engineering and technology,0.579141009984421,273
O33 University of Oxford,(CAH11) computing,0.578589618919896,14
O33 University of Oxford,(CAH15) social sciences,0.523501675373812,1786
O33 University of Oxford,(CAH16) law,0.47849570977509,1393
O33 University of Oxford,(CAH17) business and management,0.523210689480582,1007
O66 Oxford Brookes University,(CAH02) subjects allied to medicine,0.393613437198688,237
O66 Oxford Brookes University,(CAH03) biological and sport sciences,0.478701952225442,338
O66 Oxford Brookes University,(CAH09) mathematical sciences,0.561836282108394,121
O66 Oxford Brookes University,(CAH10) engineering and technology,0.552741010281515,1236
O66 Oxford Brookes University,(CAH11) computing,0.524053224393622,21
O66 Oxford Brookes University,"(CAH13) architecture, building and planning",0.473630173470446,1058
O66 Oxford Brookes University,(CAH15) social sciences,0.519061913395284,220
O66 Oxford Brookes University,(CAH16) law,0.485008583183825,859
O66 Oxford Brookes University,(CAH17) business and management,0.508210909384236,8357
O66 Oxford Brookes University,(CAH22) education and teaching,0.377944242723183,543
P34 Escape Studios,(CAH10) engineering and technology,0.453407484490746,24
P35 Pembrokeshire College,(CAH10) engineering and technology,0.458173309316155,20
P35 Pembrokeshire College,(CAH17) business and management,0.424386980959473,10
P52 Peter Symonds' College,(CAH17) business and management,0.428879081956493,10
P59 Plumpton College,(CAH17) business and management,0.405069733053735,41
P60 University of Plymouth,(CAH01) medicine and dentistry,0.430246702716472,69
P60 University of Plymouth,(CAH02) subjects allied to medicine,0.388842801972816,231
P60 University of Plymouth,(CAH03) biological and sport sciences,0.454407812336777,1085
P60 University of Plymouth,(CAH07) physical sciences,0.465814999856562,272
P60 University of Plymouth,(CAH09) mathematical sciences,0.568187061767474,375
P60 University of Plymouth,(CAH10) engineering and technology,0.547016469764419,1941
P60 University of Plymouth,(CAH11) computing,0.600346074806532,22
P60 University of Plymouth,"(CAH13) architecture, building and planning",0.479505225248549,656
P60 University of Plymouth,(CAH15) social sciences,0.533165453618882,484
P60 University of Plymouth,(CAH16) law,0.4949078577358,771
P60 University of Plymouth,(CAH17) business and management,0.496374645373436,6215
P60 University of Plymouth,(CAH22) education and teaching,0.389650887659891,871
P63 Plymouth Marjon University,(CAH10) engineering and technology,0.500374808722197,17
P63 Plymouth Marjon University,(CAH17) business and management,0.448443463076334,80
P63 Plymouth Marjon University,(CAH22) education and teaching,0.385263319732942,389
P80 University of Portsmouth,(CAH01) medicine and dentistry,0.352676114502397,29
P80 University of Portsmouth,(CAH02) subjects allied to medicine,0.355284436866482,51
P80 University of Portsmouth,(CAH03) biological and sport sciences,0.469045233438433,610
P80 University of Portsmouth,(CAH07) physical sciences,0.506502387018407,87
P80 University of Portsmouth,(CAH09) mathematical sciences,0.562991750448168,485
P80 University of Portsmouth,(CAH10) engineering and technology,0.539534347235433,3565
P80 University of Portsmouth,(CAH11) computing,0.611141040686046,51
P80 University of Portsmouth,"(CAH13) architecture, building and planning",0.47426410273968,1080
P80 University of Portsmouth,(CAH15) social sciences,0.536914005032063,517
P80 University of Portsmouth,(CAH16) law,0.494260250615682,822
P80 University of Portsmouth,(CAH17) business and management,0.513490998029711,6234
P80 University of Portsmouth,(CAH22) education and teaching,0.418040271356294,160
"Q25 Queen Margaret University, Edinburgh",(CAH02) subjects allied to medicine,0.402915509149173,75
"Q25 Queen Margaret University, Edinburgh",(CAH03) biological and sport sciences,0.454816620982738,77
"Q25 Queen Margaret University, Edinburgh",(CAH17) business and management,0.480813178572843,1225
Q50 Queen Mary University of London,(CAH01) medicine and dentistry,0.438197733879159,752
Q50 Queen Mary University of London,(CAH03) biological and sport sciences,0.481507073035538,248
Q50 Queen Mary University of London,(CAH07) physical sciences,0.523643078739677,769
Q50 Queen Mary University of London,(CAH09) mathematical sciences,0.549951135562184,1156
Q50 Queen Mary University of London,(CAH10) engineering and technology,0.575082973370693,2457
Q50 Queen Mary University of London,(CAH11) computing,0.607464630326308,22
Q50 Queen Mary University of London,(CAH15) social sciences,0.537632515364592,911
Q50 Queen Mary University of London,(CAH16) law,0.492559665131756,1268
Q50 Queen Mary University of London,(CAH17) business and management,0.524849726994592,2749
Q50 Queen Mary University of London,(CAH22) education and teaching,0.452532845807346,27
Q75 Queen's University Belfast,(CAH01) medicine and dentistry,0.429814292132958,168
Q75 Queen's University Belfast,(CAH02) subjects allied to medicine,0.407476338815216,251
Q75 Queen's University Belfast,(CAH03) biological and sport sciences,0.457994759359962,205
Q75 Queen's University Belfast,(CAH07) physical sciences,0.503548630253892,293
Q75 Queen's University Belfast,(CAH09) mathematical sciences,0.549749149973024,311
Q75 Queen's University Belfast,(CAH10) engineering and technology,0.565661800300014,1457
Q75 Queen's University Belfast,(CAH11) computing,0.669229755024072,272
Q75 Queen's University Belfast,"(CAH13) architecture, building and planning",0.485507275335526,509
Q75 Queen's University Belfast,(CAH15) social sciences,0.539072703680202,389
Q75 Queen's University Belfast,(CAH16) law,0.480192702465816,1529
Q75 Queen's University Belfast,(CAH17) business and management,0.539919908545852,2839
Q75 Queen's University Belfast,(CAH22) education and teaching,0.385685422245872,191
R01 South Eastern Regional College,(CAH10) engineering and technology,0.345162554291055,10
R01 South Eastern Regional College,(CAH17) business and management,0.393458275561124,19
R06 Ravensbourne University London,(CAH10) engineering and technology,0.527805136622287,53
R06 Ravensbourne University London,"(CAH13) architecture, building and planning",0.473190424094697,255
R06 Ravensbourne University London,(CAH17) business and management,0.495451417780545,141
R12 University of Reading,(CAH03) biological and sport sciences,0.460651279037276,231
R12 University of Reading,(CAH07) physical sciences,0.502224373518459,360
R12 University of Reading,(CAH09) mathematical sciences,0.573831385132027,720
R12 University of Reading,(CAH10) engineering and technology,0.62538889738422,721
R12 University of Reading,(CAH11) computing,0.624016478082161,150
R12 University of Reading,"(CAH13) architecture, building and planning",0.471990469091425,200
R12 University of Reading,(CAH15) social sciences,0.520989032564047,1162
R12 University of Reading,(CAH16) law,0.48867978373148,1211
R12 University of Reading,(CAH17) business and management,0.500500849344066,3624
R12 University of Reading,(CAH22) education and teaching,0.375635467555785,280
R18 Regent's University London,(CAH17) business and management,0.508262366770045,858
R20 Richmond American University London,(CAH10) engineering and technology,0.525168645178278,11
R20 Richmond American University London,(CAH15) social sciences,0.545695630959265,32
R20 Richmond American University London,(CAH17) business and management,0.508167089945531,269
R25 Arden University,(CAH10) engineering and technology,0.572202023960711,33
R25 Arden University,(CAH16) law,0.444248390344602,58
R25 Arden University,(CAH17) business and management,0.497382548962828,318
R36 Robert Gordon University,(CAH02) subjects allied to medicine,0.380196804372718,284
R36 Robert Gordon University,(CAH07) physical sciences,0.448577987493831,32
R36 Robert Gordon University,(CAH10) engineering and technology,0.522423255081865,1103
R36 Robert Gordon University,(CAH11) computing,0.582122158564747,14
R36 Robert Gordon University,"(CAH13) architecture, building and planning",0.465697549833924,253
R36 Robert Gordon University,(CAH16) law,0.470086269162108,403
R36 Robert Gordon University,(CAH17) business and management,0.498683487629301,4423
R48 University of Roehampton,(CAH03) biological and sport sciences,0.412450154942543,68
R48 University of Roehampton,(CAH10) engineering and technology,0.542318329677317,209
R48 University of Roehampton,(CAH11) computing,0.632423774854327,45
R48 University of Roehampton,(CAH15) social sciences,0.511058255362705,49
R48 University of Roehampton,(CAH16) law,0.459632270435922,154
R48 University of Roehampton,(CAH17) business and management,0.492197665832655,2373
R48 University of Roehampton,(CAH22) education and teaching,0.377622111455052,939
R51 Rose Bruford College,(CAH10) engineering and technology,0.401958138976774,10
R51 Rose Bruford College,(CAH17) business and management,0.444309553800704,136
R54 Royal Agricultural University,(CAH17) business and management,0.456352648027589,1212
R68 Royal Conservatoire of Scotland,(CAH17) business and management,0.426415820924046,43
R68 Royal Conservatoire of Scotland,(CAH22) education and teaching,0.434734323450855,40
"R72 Royal Holloway, University of London",(CAH03) biological and sport sciences,0.49207274116172,212
"R72 Royal Holloway, University of London",(CAH07) physical sciences,0.547466250713521,159
"R72 Royal Holloway, University of London",(CAH09) mathematical sciences,0.546639338413581,383
"R72 Royal Holloway, University of London",(CAH10) engineering and technology,0.617545968791698,521
"R72 Royal Holloway, University of London",(CAH15) social sciences,0.537015212180946,958
"R72 Royal Holloway, University of London",(CAH16) law,0.480460687884286,251
"R72 Royal Holloway, University of London",(CAH17) business and management,0.512316077440745,1913
"R84 Royal Veterinary College, University of London",(CAH01) medicine and dentistry,0.319169097622092,573
"R84 Royal Veterinary College, University of London",(CAH02) subjects allied to medicine,0.308944546509175,89
"R84 Royal Veterinary College, University of London",(CAH03) biological and sport sciences,0.434959606519252,13
S01 SRUC Scotland's Rural College,(CAH17) business and management,0.427144675976655,122
S03 University of Salford,(CAH01) medicine and dentistry,0.359671896336504,58
S03 University of Salford,(CAH02) subjects allied to medicine,0.382620239849702,390
S03 University of Salford,(CAH03) biological and sport sciences,0.438735772080802,398
S03 University of Salford,(CAH07) physical sciences,0.487574993926022,208
S03 University of Salford,(CAH09) mathematical sciences,0.513939079347602,70
S03 University of Salford,(CAH10) engineering and technology,0.5448779620811,1721
S03 University of Salford,(CAH11) computing,0.57761192362312,70
S03 University of Salford,"(CAH13) architecture, building and planning",0.471387535749467,134
S03 University of Salford,(CAH15) social sciences,0.561471807330717,73
S03 University of Salford,(CAH16) law,0.480442832315866,616
S03 University of Salford,(CAH17) business and management,0.502894130505165,4100
S09 SOAS University of London,(CAH15) social sciences,0.532307039246236,654
S09 SOAS University of London,(CAH16) law,0.490611396459773,503
S09 SOAS University of London,(CAH17) business and management,0.518244226041174,197
S18 University of Sheffield,(CAH01) medicine and dentistry,0.438470020539716,247
S18 University of Sheffield,(CAH02) subjects allied to medicine,0.420572724140017,75
S18 University of Sheffield,(CAH03) biological and sport sciences,0.495354768171664,610
S18 University of Sheffield,(CAH07) physical sciences,0.512443193999897,701
S18 University of Sheffield,(CAH09) mathematical sciences,0.564551098706229,830
S18 University of Sheffield,(CAH10) engineering and technology,0.550102313969675,1532
S18 University of Sheffield,(CAH11) computing,0.587827936928163,11
S18 University of Sheffield,"(CAH13) architecture, building and planning",0.454542676131105,1069
S18 University of Sheffield,(CAH15) social sciences,0.533460954511339,1602
S18 University of Sheffield,(CAH16) law,0.482231619835088,2031
S18 University of Sheffield,(CAH17) business and management,0.519207909307091,2831
S18 University of Sheffield,(CAH22) education and teaching,0.402733750547103,46
S20 South and City College Birmingham,(CAH10) engineering and technology,0.53790690581329,17
S20 South and City College Birmingham,(CAH11) computing,0.534139017956162,16
S20 South and City College Birmingham,(CAH17) business and management,0.488378471855761,22
S21 Sheffield Hallam University,(CAH02) subjects allied to medicine,0.389452622682888,296
S21 Sheffield Hallam University,(CAH03) biological and sport sciences,0.456537078537141,238
S21 Sheffield Hallam University,(CAH07) physical sciences,0.478430700274708,204
S21 Sheffield Hallam University,(CAH09) mathematical sciences,0.565722289434258,480
S21 Sheffield Hallam University,(CAH10) engineering and technology,0.549599760348282,3270
S21 Sheffield Hallam University,(CAH11) computing,0.649442780536588,145
S21 Sheffield Hallam University,"(CAH13) architecture, building and planning",0.468797180189881,507
S21 Sheffield Hallam University,(CAH15) social sciences,0.483760775496732,185
S21 Sheffield Hallam University,(CAH16) law,0.487267342363045,1334
S21 Sheffield Hallam University,(CAH17) business and management,0.508405191794947,10484
S21 Sheffield Hallam University,(CAH22) education and teaching,0.395194410022844,1149
S26 Solihull College & University Centre,(CAH10) engineering and technology,0.444402298544287,31
S26 Solihull College & University Centre,(CAH11) computing,0.478625406709137,10
S26 Solihull College & University Centre,(CAH17) business and management,0.433399144687722,17
S27 University of Southampton,(CAH01) medicine and dentistry,0.430716522899265,415
S27 University of Southampton,(CAH02) subjects allied to medicine,0.384967123184357,426
S27 University of Southampton,(CAH03) biological and sport sciences,0.492691862521839,478
S27 University of Southampton,(CAH07) physical sciences,0.521441890507052,506
S27 University of Southampton,(CAH09) mathematical sciences,0.57666339581792,838
S27 University of Southampton,(CAH10) engineering and technology,0.569774825966582,1109
S27 University of Southampton,(CAH11) computing,0.64031262229438,97
S27 University of Southampton,(CAH15) social sciences,0.538610750405748,1238
S27 University of Southampton,(CAH16) law,0.484823128255604,1014
S27 University of Southampton,(CAH17) business and management,0.519894060235434,2481
S27 University of Southampton,(CAH22) education and teaching,0.405214604482927,207
"S30 Southampton, Solent University",(CAH10) engineering and technology,0.555008947237143,1117
"S30 Southampton, Solent University",(CAH11) computing,0.538257080024804,22
"S30 Southampton, Solent University","(CAH13) architecture, building and planning",0.487614427265895,50
"S30 Southampton, Solent University",(CAH15) social sciences,0.537185774001181,22
"S30 Southampton, Solent University",(CAH16) law,0.490032793213904,384
"S30 Southampton, Solent University",(CAH17) business and management,0.495613138538227,4253
"S30 Southampton, Solent University",(CAH22) education and teaching,0.378681657663355,76
S32 University Centre South Devon,(CAH17) business and management,0.459707925892252,12
S34 University Centre Sparsholt,(CAH03) biological and sport sciences,0.338307707951225,30
S34 University Centre Sparsholt,(CAH17) business and management,0.409276828439775,144
S35 Southport College,(CAH10) engineering and technology,0.490094761725135,15
S36 University of St Andrews,(CAH01) medicine and dentistry,0.43808857443736,271
S36 University of St Andrews,(CAH03) biological and sport sciences,0.48475739383654,435
S36 University of St Andrews,(CAH07) physical sciences,0.514697742418119,315
S36 University of St Andrews,(CAH09) mathematical sciences,0.541478137086966,337
S36 University of St Andrews,(CAH10) engineering and technology,0.61974382262646,215
S36 University of St Andrews,(CAH15) social sciences,0.538068043191101,219
S36 University of St Andrews,(CAH17) business and management,0.521826634095872,205
"S49 St George's (City St George's, University of London)",(CAH01) medicine and dentistry,0.44128235509518,659
"S49 St George's (City St George's, University of London)",(CAH02) subjects allied to medicine,0.420054409593759,29
"S49 St George's (City St George's, University of London)",(CAH03) biological and sport sciences,0.508409909888502,11
"S64 St Mary's University, Twickenham",(CAH03) biological and sport sciences,0.438120038805956,16
"S64 St Mary's University, Twickenham",(CAH07) physical sciences,0.480697071362828,13
"S64 St Mary's University, Twickenham",(CAH16) law,0.492740433949285,144
"S64 St Mary's University, Twickenham",(CAH17) business and management,0.480083991497287,548
"S64 St Mary's University, Twickenham",(CAH22) education and teaching,0.381978883447892,637
S72 University of Staffordshire,(CAH02) subjects allied to medicine,0.382865727062464,66
S72 University of Staffordshire,(CAH03) biological and sport sciences,0.452819162156714,77
S72 University of Staffordshire,(CAH09) mathematical sciences,0.581448405702356,13
S72 University of Staffordshire,(CAH10) engineering and technology,0.554964888497315,743
S72 University of Staffordshire,(CAH11) computing,0.565175412650145,47
S72 University of Staffordshire,(CAH16) law,0.480590690141585,343
S72 University of Staffordshire,(CAH17) business and management,0.503789577626116,1262
S72 University of Staffordshire,(CAH22) education and teaching,0.38968081884717,120
S75 University of Stirling,(CAH02) subjects allied to medicine,0.383977278890051,242
S75 University of Stirling,(CAH03) biological and sport sciences,0.453416374540066,347
S75 University of Stirling,(CAH09) mathematical sciences,0.572466186935561,108
S75 University of Stirling,(CAH10) engineering and technology,0.619511887530834,199
S75 University of Stirling,(CAH15) social sciences,0.539149765895137,227
S75 University of Stirling,(CAH16) law,0.464135705288696,473
S75 University of Stirling,(CAH17) business and management,0.498044654660338,2035
S75 University of Stirling,(CAH22) education and teaching,0.401098939542261,332
S78 University of Strathclyde,(CAH02) subjects allied to medicine,0.413940621847098,17
S78 University of Strathclyde,(CAH03) biological and sport sciences,0.471456503694351,58
S78 University of Strathclyde,(CAH07) physical sciences,0.475910957426711,539
S78 University of Strathclyde,(CAH09) mathematical sciences,0.545320107704083,495
S78 University of Strathclyde,(CAH10) engineering and technology,0.514809858715175,1864
S78 University of Strathclyde,"(CAH13) architecture, building and planning",0.476880658732199,292
S78 University of Strathclyde,(CAH15) social sciences,0.527630285224909,428
S78 University of Strathclyde,(CAH16) law,0.478754589926112,1241
S78 University of Strathclyde,(CAH17) business and management,0.5116019523378,4489
S78 University of Strathclyde,(CAH22) education and teaching,0.358276194168446,435
S79 Stranmillis University College,(CAH17) business and management,0.455058385585476,44
S79 Stranmillis University College,(CAH22) education and teaching,0.385408990508618,238
S82 University of Suffolk,(CAH02) subjects allied to medicine,0.399913930456784,82
S82 University of Suffolk,(CAH10) engineering and technology,0.538507728731843,313
S82 University of Suffolk,"(CAH13) architecture, building and planning",0.474155955975121,31
S82 University of Suffolk,(CAH16) law,0.469132795855652,30
S82 University of Suffolk,(CAH17) business and management,0.494413833228526,661
S82 University of Suffolk,(CAH22) education and teaching,0.410093229522554,51
S84 University of Sunderland,(CAH02) subjects allied to medicine,0.36786654078156,126
S84 University of Sunderland,(CAH07) physical sciences,0.439922393810284,13
S84 University of Sunderland,(CAH10) engineering and technology,0.558058331527966,816
S84 University of Sunderland,(CAH11) computing,0.571355971511811,54
S84 University of Sunderland,(CAH16) law,0.488465744760272,414
S84 University of Sunderland,(CAH17) business and management,0.499621019352669,3103
S84 University of Sunderland,(CAH22) education and teaching,0.415346244802063,543
S85 University of Surrey,(CAH01) medicine and dentistry,0.331959285619598,45
S85 University of Surrey,(CAH02) subjects allied to medicine,0.386694935622579,291
S85 University of Surrey,(CAH03) biological and sport sciences,0.475320780709082,28
S85 University of Surrey,(CAH07) physical sciences,0.533540441061658,555
S85 University of Surrey,(CAH09) mathematical sciences,0.589295591969033,608
S85 University of Surrey,(CAH10) engineering and technology,0.569397136524712,1371
S85 University of Surrey,(CAH11) computing,0.619096527854744,113
S85 University of Surrey,(CAH15) social sciences,0.535917461551859,818
S85 University of Surrey,(CAH16) law,0.489783737970256,899
S85 University of Surrey,(CAH17) business and management,0.51167504161212,4405
S85 University of Surrey,(CAH22) education and teaching,0.399607359645637,91
S90 University of Sussex,(CAH01) medicine and dentistry,0.481007409240455,86
S90 University of Sussex,(CAH03) biological and sport sciences,0.489832999965573,199
S90 University of Sussex,(CAH07) physical sciences,0.529710482974598,366
S90 University of Sussex,(CAH09) mathematical sciences,0.568211319391787,458
S90 University of Sussex,(CAH10) engineering and technology,0.598788672079298,837
S90 University of Sussex,(CAH11) computing,0.621849119913474,16
S90 University of Sussex,(CAH15) social sciences,0.527339709489642,997
S90 University of Sussex,(CAH16) law,0.484183675360733,1209
S90 University of Sussex,(CAH17) business and management,0.510605602937616,2200
S90 University of Sussex,(CAH22) education and teaching,0.373074814254577,61
S93 Swansea University,(CAH01) medicine and dentistry,0.40495821626631,92
S93 Swansea University,(CAH02) subjects allied to medicine,0.389876123165421,185
S93 Swansea University,(CAH03) biological and sport sciences,0.458602436180863,534
S93 Swansea University,(CAH07) physical sciences,0.507497688230396,361
S93 Swansea University,(CAH09) mathematical sciences,0.534012481974438,457
S93 Swansea University,(CAH10) engineering and technology,0.527985991800517,2485
S93 Swansea University,(CAH15) social sciences,0.528869377920679,724
S93 Swansea University,(CAH16) law,0.482859086068573,1541
S93 Swansea University,(CAH17) business and management,0.511830622043572,2652
S93 Swansea University,(CAH22) education and teaching,0.404900393718374,86
T10 Tameside College,(CAH10) engineering and technology,0.498417390152911,18
T20 Teesside University,(CAH02) subjects allied to medicine,0.383002458569388,230
T20 Teesside University,(CAH03) biological and sport sciences,0.402382891563003,79
T20 Teesside University,(CAH07) physical sciences,0.430900152989007,105
T20 Teesside University,(CAH10) engineering and technology,0.532765223047796,2740
T20 Teesside University,(CAH11) computing,0.605417068872915,114
T20 Teesside University,"(CAH13) architecture, building and planning",0.476167719627715,96
T20 Teesside University,(CAH15) social sciences,0.520967757655713,13
T20 Teesside University,(CAH16) law,0.479692836760266,474
T20 Teesside University,(CAH17) business and management,0.501429045585394,1825
T20 Teesside University,(CAH22) education and teaching,0.40196091396796,211
T80 University of Wales Trinity Saint David,(CAH10) engineering and technology,0.50310731730319,793
T80 University of Wales Trinity Saint David,(CAH11) computing,0.563152883381223,25
T80 University of Wales Trinity Saint David,"(CAH13) architecture, building and planning",0.470384917893666,20
T80 University of Wales Trinity Saint David,(CAH16) law,0.479118202801513,23
T80 University of Wales Trinity Saint David,(CAH17) business and management,0.474912914056522,1151
T80 University of Wales Trinity Saint David,(CAH22) education and teaching,0.397001476276414,491
U10 UCFB,(CAH17) business and management,0.446092116378312,903
U10 UCFB,(CAH22) education and teaching,0.350778616442134,20
U20 Ulster University,(CAH01) medicine and dentistry,0.454995056264612,36
U20 Ulster University,(CAH02) subjects allied to medicine,0.373449448996699,131
U20 Ulster University,(CAH03) biological and sport sciences,0.484489457713853,46
U20 Ulster University,(CAH09) mathematical sciences,0.602578928653379,33
U20 Ulster University,(CAH10) engineering and technology,0.554930935785265,2737
U20 Ulster University,(CAH11) computing,0.613507559345111,166
U20 Ulster University,"(CAH13) architecture, building and planning",0.473990653413788,155
U20 Ulster University,(CAH15) social sciences,0.525673766104687,163
U20 Ulster University,(CAH16) law,0.485608938307987,737
U20 Ulster University,(CAH17) business and management,0.511109988537658,6568
U20 Ulster University,(CAH22) education and teaching,0.454898669872651,81
U40 University of the West of Scotland,(CAH02) subjects allied to medicine,0.383908741183053,363
U40 University of the West of Scotland,(CAH03) biological and sport sciences,0.428279420377936,56
U40 University of the West of Scotland,(CAH07) physical sciences,0.463517118244982,154
U40 University of the West of Scotland,(CAH10) engineering and technology,0.535043204224863,1865
U40 University of the West of Scotland,(CAH11) computing,0.604447900406516,164
U40 University of the West of Scotland,(CAH15) social sciences,0.498953674053078,34
U40 University of the West of Scotland,(CAH16) law,0.48822371576888,238
U40 University of the West of Scotland,(CAH17) business and management,0.508932717185345,3557
U40 University of the West of Scotland,(CAH22) education and teaching,0.385487047332768,206
U65 University of the Arts London,(CAH10) engineering and technology,0.543529340149044,33
U65 University of the Arts London,"(CAH13) architecture, building and planning",0.479385479303071,358
U65 University of the Arts London,(CAH17) business and management,0.5004363024292,2186
U80 UCL (University College London),(CAH01) medicine and dentistry,0.45540608706564,1076
U80 UCL (University College London),(CAH03) biological and sport sciences,0.505931226627867,281
U80 UCL (University College London),(CAH07) physical sciences,0.544841372053577,825
U80 UCL (University College London),(CAH09) mathematical sciences,0.558114398838263,884
U80 UCL (University College London),(CAH10) engineering and technology,0.555196618505597,1226
U80 UCL (University College London),(CAH11) computing,0.613003553156338,12
U80 UCL (University College London),"(CAH13) architecture, building and planning",0.480550083398638,689
U80 UCL (University College London),(CAH15) social sciences,0.539241058898034,2114
U80 UCL (University College London),(CAH16) law,0.483604561791448,888
U80 UCL (University College London),(CAH17) business and management,0.529008293415328,1554
U80 UCL (University College London),(CAH22) education and teaching,0.440887502758076,296
"U95 Harrow, Richmond & Uxbridge College",(CAH10) engineering and technology,0.473146254568894,102
"U95 Harrow, Richmond & Uxbridge College",(CAH11) computing,0.465972164314378,28
"U95 Harrow, Richmond & Uxbridge College",(CAH17) business and management,0.456735378011845,44
W01 University of South Wales,(CAH02) subjects allied to medicine,0.381399292073373,189
W01 University of South Wales,(CAH03) biological and sport sciences,0.445709913042916,286
W01 University of South Wales,(CAH07) physical sciences,0.458505449388014,145
W01 University of South Wales,(CAH09) mathematical sciences,0.565461842074666,180
W01 University of South Wales,(CAH10) engineering and technology,0.504114621543536,2307
W01 University of South Wales,(CAH11) computing,0.583143156513744,112
W01 University of South Wales,"(CAH13) architecture, building and planning",0.499189361877755,19
W01 University of South Wales,(CAH15) social sciences,0.550230379593321,13
W01 University of South Wales,(CAH16) law,0.484555091460758,516
W01 University of South Wales,(CAH17) business and management,0.505625352655226,2915
W01 University of South Wales,(CAH22) education and teaching,0.40970875979459,361
W05 University of West London,(CAH01) medicine and dentistry,0.47899067676818,109
W05 University of West London,(CAH02) subjects allied to medicine,0.399796817950532,310
W05 University of West London,(CAH10) engineering and technology,0.534036373674706,517
W05 University of West London,(CAH11) computing,0.578263800226836,54
W05 University of West London,"(CAH13) architecture, building and planning",0.519885447567249,18
W05 University of West London,(CAH15) social sciences,0.475082288973611,10
W05 University of West London,(CAH16) law,0.496107831515499,351
W05 University of West London,(CAH17) business and management,0.483869154758002,3600
W05 University of West London,(CAH22) education and teaching,0.375702352748286,60
W20 University of Warwick,(CAH01) medicine and dentistry,0.448304600988969,242
W20 University of Warwick,(CAH03) biological and sport sciences,0.542586244624092,29
W20 University of Warwick,(CAH07) physical sciences,0.536709016443938,944
W20 University of Warwick,(CAH09) mathematical sciences,0.578515892853451,1935
W20 University of Warwick,(CAH10) engineering and technology,0.562648704219715,1555
W20 University of Warwick,(CAH15) social sciences,0.538364084676467,2896
W20 University of Warwick,(CAH16) law,0.486990267779151,1313
W20 University of Warwick,(CAH17) business and management,0.523249243336733,1135
W20 University of Warwick,(CAH22) education and teaching,0.406204064429524,140
W25 Warwickshire College and University Centre,(CAH02) subjects allied to medicine,0.264187260580836,14
W25 Warwickshire College and University Centre,(CAH10) engineering and technology,0.383874869976245,59
W25 Warwickshire College and University Centre,(CAH17) business and management,0.442242615562276,65
W46 West Suffolk College,(CAH10) engineering and technology,0.504034627697895,26
W46 West Suffolk College,(CAH17) business and management,0.490573014306902,12
W47 University Centre Weston,(CAH17) business and management,0.534740561204964,10
"W50 University of Westminster, London",(CAH01) medicine and dentistry,0.349874873957307,111
"W50 University of Westminster, London",(CAH03) biological and sport sciences,0.492431284000067,60
"W50 University of Westminster, London",(CAH09) mathematical sciences,0.5448732204497,14
"W50 University of Westminster, London",(CAH10) engineering and technology,0.597020893057189,2033
"W50 University of Westminster, London",(CAH11) computing,0.61225637471852,43
"W50 University of Westminster, London","(CAH13) architecture, building and planning",0.477276553568428,932
"W50 University of Westminster, London",(CAH15) social sciences,0.51151849577467,183
"W50 University of Westminster, London",(CAH16) law,0.493894427499271,1540
"W50 University of Westminster, London",(CAH17) business and management,0.514174138397772,7864
W52 Capital City College,(CAH17) business and management,0.426985550064827,95
W65 West Thames College,(CAH10) engineering and technology,0.469997565659024,14
W65 West Thames College,(CAH17) business and management,0.463875996111218,14
W67 Wigan and Leigh College,(CAH10) engineering and technology,0.537797931363081,13
W67 Wigan and Leigh College,(CAH17) business and management,0.487337109416156,12
W75 University of Wolverhampton,(CAH01) medicine and dentistry,0.47661581044236,11
